id,parti,Elected,How.long.have.you.had.a.position.in.your.current.party,Did.you.run.a.personal.campagn,In.which.country.were.you.born,Reinstate_InheritanceTax,Increase_TaxDeductionsPersonalHelp,ReimburseonlyInterestonMortgage_Possible,Remove_StateSupportConstructionRentHousing,Sweden_MulticulturalSociety,Sweden_LessRefugees,Ban_PublicCallstoPrayer,LowerSalary_Immigrants,GenderQuotas_Companies,ParentalLeaveEquallyDividedbyLaw,FinanceCulturePrivateActors,Dismantle_PublicJobAgency,SmallCompanies_FreedomtoFire,Lower_TaxonLabor,PoliceShouldFocusonExpulsionofIllegals,RemoveParoleforConvictedCriminals,Ban_Mendicity,Remove_TaxonFlights,Ban_MotorEnginesSalesby2025,Ban_UniqueUsePlast,Build_NuclearPowerPlants,Introduce_GoodBehaviorNoteatSchool,Ban_ReligiousSchools,StatesTakesoverSchool.fromMunicipalities.,Limit_PrivateSchoolsProfits,LowerCostLabor_DesertAreas,EaseConstruction_CoastalAreas,IncreaseRedistributionFromRichtoPoorMunicipalities,Sweden_joinNATO,Sweden_LeaveEU,StatesTakesoverHealthcarefromRegions,AdvancedMedecineonlyBigHospitals,IntroduceThirdSex,Which.of.these.areas.should.we.prioritize.in.the.budget...Max.3
159273,Centerpartiet,,Less than a year,Ja,Iran,No_Answer,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,No_Answer,In_Favor,Against,No_Answer,In_Favor,In_Favor,Against,In_Favor,No_Answer,In_Favor,In_Favor,No_Answer,Against,In_Favor,Against,Against,In_Favor,Against,Against,Against,In_Favor,Arbetsmarknadsåtgärder|Migration och integration|Polis och rättsväsende
303518,Sverigedemokraterna,,4-9 year(s),Nej,Sverige,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,Against,Against,No_Answer,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,Against,Försvar och säkerhet|Migration och integration|Polis och rättsväsende
37080,Centerpartiet,,Over 20 years,Nej,Sverige,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,Against,Against,Against,In_Favor,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,Infrastruktur och kommunikationer|Försvar och säkerhet|Polis och rättsväsende
293309,Kristdemokraterna,,10-20 year(s),Nej,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,No_Answer,Against,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,No_Answer,Pensioner och stöd till äldre|Polis och rättsväsende|Sjuka och personer med funktionsnedsättning
274484,Kristdemokraterna,x,10-20 year(s),Ja,Sverige,Against,In_Favor,In_Favor,In_Favor,No_Answer,No_Answer,No_Answer,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Pensioner och stöd till äldre|Polis och rättsväsende|Sjuka och personer med funktionsnedsättning
274514,Kristdemokraterna,,Over 20 years,Nej,Sverige,Against,In_Favor,Against,No_Answer,In_Favor,Against,In_Favor,In_Favor,Against,Against,No_Answer,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,No_Answer,In_Favor,Against,In_Favor,In_Favor,Against,Infrastruktur och kommunikationer|Pensioner och stöd till äldre|Utbildning och forskning
227057,Liberalerna,,4-9 year(s),Ja,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,No_Answer,Migration och integration|Polis och rättsväsende|Utbildning och forskning
386667,Sverigedemokraterna,x,4-9 year(s),Nej,Sverige,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,Försvar och säkerhet|Polis och rättsväsende|Sänkta skatter
65615,Sverigedemokraterna,,4-9 year(s),Ja,Sverige,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,No_Answer,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,Against,Försvar och säkerhet|Polis och rättsväsende
126760,Sverigedemokraterna,,1-3 year(s),,Sverige,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,Against,Pensioner och stöd till äldre|Polis och rättsväsende|Sjuka och personer med funktionsnedsättning
175125,Centerpartiet,,10-20 year(s),Nej,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Pensioner och stöd till äldre|Polis och rättsväsende|Sjuka och personer med funktionsnedsättning
76560,Miljöpartiet,,4-9 year(s),Nej,Sverige,Against,In_Favor,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,Against,In_Favor,Infrastruktur och kommunikationer|Migration och integration|Utbildning och forskning
62514,Sverigedemokraterna,,4-9 year(s),Nej,Sverige,Against,No_Answer,Against,Against,Against,In_Favor,In_Favor,No_Answer,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,No_Answer,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,Infrastruktur och kommunikationer|Migration och integration|Pensioner och stöd till äldre
94367,Vänsterpartiet,,1-3 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,In_Favor,Against,In_Favor,Arbetsmarknadsåtgärder|Infrastruktur och kommunikationer|Pensioner och stöd till äldre
297328,Liberalerna,,Over 20 years,Nej,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,Infrastruktur och kommunikationer|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
249283,Liberalerna,,None,Nej,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,No_Answer,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,Against,No_Answer,In_Favor,Against,Against,In_Favor,No_Answer,Försvar och säkerhet|Polis och rättsväsende|Utbildning och forskning
151070,Liberalerna,,4-9 year(s),Ja,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,No_Answer,No_Answer,Arbetsmarknadsåtgärder|Infrastruktur och kommunikationer|Migration och integration
244180,Miljöpartiet,,,Nej,Sverige,Against,Against,Against,Against,In_Favor,Against,No_Answer,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,No_Answer
237880,Liberalerna,,4-9 year(s),Nej,Sverige,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,In_Favor,No_Answer,No_Answer,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,No_Answer,No_Answer,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,No_Answer,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,No_Answer,No_Answer,Försvar och säkerhet|Pensioner och stöd till äldre|Utbildning och forskning
13841,Moderaterna,,10-20 year(s),Nej,Albanien,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,Försvar och säkerhet|Polis och rättsväsende|Sänkta skatter
414472,Miljöpartiet,,4-9 year(s),Nej,,No_Answer,In_Favor,No_Answer,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,No_Answer,Against,Against,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,No_Answer,Against,In_Favor,Against,In_Favor,Against,Against,No_Answer,Against,In_Favor,Infrastruktur och kommunikationer|Polis och rättsväsende|Utbildning och forskning
603,Moderaterna,,10-20 year(s),Ja,Sverige,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,Against,Against,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,Försvar och säkerhet|Polis och rättsväsende|Sjuka och personer med funktionsnedsättning
26948,Liberalerna,,Over 20 years,Nej,Sverige,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,No_Answer,In_Favor,In_Favor,In_Favor,Against,Infrastruktur och kommunikationer|Pensioner och stöd till äldre|Utbildning och forskning
70466,Socialdemokraterna,x,10-20 year(s),Nej,Turkiet,Against,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Arbetsmarknadsåtgärder|Infrastruktur och kommunikationer|Utbildning och forskning
241522,Miljöpartiet,,4-9 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,No_Answer,Against,Against,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,No_Answer,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,No_Answer,In_Favor,Arbetsmarknadsåtgärder|Infrastruktur och kommunikationer|Utbildning och forskning
57212,Moderaterna,,10-20 year(s),Ja,Sverige,Against,In_Favor,Against,No_Answer,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,No_Answer,In_Favor,In_Favor,No_Answer,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,Against,Migration och integration|Utbildning och forskning|Sänkta skatter
49197,Liberalerna,,10-20 year(s),Ja,Sverige,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,Försvar och säkerhet|Pensioner och stöd till äldre|Utbildning och forskning
128127,Vänsterpartiet,,Over 20 years,Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Infrastruktur och kommunikationer|Migration och integration|Pensioner och stöd till äldre
48794,Centerpartiet,,Over 20 years,Nej,sverige,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,No_Answer,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,Against,In_Favor,Infrastruktur och kommunikationer|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
76911,Centerpartiet,,4-9 year(s),Ja,Sverige,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Infrastruktur och kommunikationer|Sjuka och personer med funktionsnedsättning|Sänkta skatter
81566,Sverigedemokraterna,x,4-9 year(s),Nej,Sverige,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,No_Answer,Against,Against,Against,In_Favor,In_Favor,Against,Against,Barnbidrag och föräldraförsäkring|Polis och rättsväsende|Sjuka och personer med funktionsnedsättning
76906,Centerpartiet,,4-9 year(s),Ja,Sverige,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,In_Favor,Against,No_Answer,Against,In_Favor,Arbetsmarknadsåtgärder|Migration och integration|Utbildning och forskning
19569,Socialdemokraterna,x,Over 20 years,Nej,Sverige,Against,Against,In_Favor,Against,In_Favor,Against,No_Answer,Against,Against,In_Favor,No_Answer,Against,Against,Against,Against,Against,Against,Against,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,Against,No_Answer,Infrastruktur och kommunikationer|Migration och integration|Utbildning och forskning
2180,Liberalerna,,4-9 year(s),Ja,Sverige,Against,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,Migration och integration|Polis och rättsväsende|Utbildning och forskning
35322,Centerpartiet,,4-9 year(s),Ja,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Polis och rättsväsende|Sjuka och personer med funktionsnedsättning|Sänkta skatter
167500,Miljöpartiet,,4-9 year(s),,Sverige,Against,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Infrastruktur och kommunikationer|Polis och rättsväsende|Utbildning och forskning
359038,Moderaterna,,10-20 year(s),Nej,Polen,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,Against,No_Answer,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,No_Answer,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,Försvar och säkerhet|Migration och integration|Utbildning och forskning
311098,Miljöpartiet,x,4-9 year(s),Nej,Sverige,Against,In_Favor,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Infrastruktur och kommunikationer|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
38224,Liberalerna,,4-9 year(s),Ja,Sverige,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,Polis och rättsväsende|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
9166,Kristdemokraterna,,1-3 year(s),Nej,Sverige,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Pensioner och stöd till äldre|Polis och rättsväsende|Sjuka och personer med funktionsnedsättning
23794,Kristdemokraterna,,1-3 year(s),Nej,Sverige,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Pensioner och stöd till äldre|Polis och rättsväsende|Sjuka och personer med funktionsnedsättning
76919,Centerpartiet,,4-9 year(s),Nej,Sverige,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,Försvar och säkerhet|Migration och integration|Polis och rättsväsende
340372,Sverigedemokraterna,,4-9 year(s),Nej,Sverige,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,Against,Arbetsmarknadsåtgärder|Migration och integration|Polis och rättsväsende
38227,Liberalerna,,10-20 year(s),Ja,Peru,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,No_Answer,Against,In_Favor,Against,Against,No_Answer,In_Favor,Pensioner och stöd till äldre|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
37111,Socialdemokraterna,,4-9 year(s),Nej,Sverige,Against,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,Arbetsmarknadsåtgärder|Infrastruktur och kommunikationer|Utbildning och forskning
30010,Vänsterpartiet,x,Over 20 years,Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Pensioner och stöd till äldre|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
340600,Vänsterpartiet,,Over 20 years,Nej,Finland,In_Favor,Against,Against,Against,No_Answer,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,No_Answer,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Pensioner och stöd till äldre|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
179242,Miljöpartiet,,4-9 year(s),Ja,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Infrastruktur och kommunikationer|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
77492,Miljöpartiet,,4-9 year(s),Ja,Tunisien,In_Favor,In_Favor,No_Answer,Against,In_Favor,Against,No_Answer,In_Favor,No_Answer,Against,Against,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,No_Answer,Försvar och säkerhet|Migration och integration|Utbildning och forskning
59891,Moderaterna,,Over 20 years,Ja,Sverige,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,Against,Försvar och säkerhet|Pensioner och stöd till äldre|Utbildning och forskning
415604,Miljöpartiet,,1-3 year(s),Nej,Sverige,Against,Against,Against,Against,In_Favor,Against,Against,Against,No_Answer,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,No_Answer,No_Answer,Arbetsmarknadsåtgärder|Infrastruktur och kommunikationer|Migration och integration
122961,Miljöpartiet,,4-9 year(s),Ja,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,Against,In_Favor,Arbetsmarknadsåtgärder|Migration och integration|Sjuka och personer med funktionsnedsättning
32,Moderaterna,,4-9 year(s),Ja,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,Infrastruktur och kommunikationer|Polis och rättsväsende|Sänkta skatter
19573,Socialdemokraterna,,Over 20 years,Ja,Sverige,Against,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,Against,Against,In_Favor,Against,In_Favor,In_Favor,Against,No_Answer,Against,Against,Against,Against,In_Favor,Arbetsmarknadsåtgärder|Pensioner och stöd till äldre|Utbildning och forskning
74085,Miljöpartiet,,None,Nej,Sverige,Against,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,No_Answer,Against,Against,Against,No_Answer,In_Favor,Arbetsmarknadsåtgärder|Infrastruktur och kommunikationer|Utbildning och forskning
37099,Centerpartiet,,Over 20 years,Nej,Sverige,No_Answer,In_Favor,No_Answer,No_Answer,No_Answer,In_Favor,In_Favor,In_Favor,No_Answer,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,In_Favor,Against,Infrastruktur och kommunikationer|Försvar och säkerhet|Pensioner och stöd till äldre
17257,Miljöpartiet,,4-9 year(s),Nej,Sverige,Against,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Arbetsmarknadsåtgärder|Infrastruktur och kommunikationer|Utbildning och forskning
311145,Miljöpartiet,,4-9 year(s),Nej,Sverige,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Infrastruktur och kommunikationer|Migration och integration|Sjuka och personer med funktionsnedsättning
164370,Vänsterpartiet,,4-9 year(s),Nej,Danmark,In_Favor,Against,Against,Against,In_Favor,Against,Against,Against,In_Favor,In_Favor,Against,Against,Against,Against,Against,Against,Against,Against,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,In_Favor,In_Favor,Pensioner och stöd till äldre|Utbildning och forskning|Sjuka och personer med funktionsnedsättning
212900,Centerpartiet,,1-3 year(s),Nej,Sverige,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Försvar och säkerhet|Migration och integration|Sänkta skatter
179748,Centerpartiet,,Over 20 years,Ja,Sverige,Against,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,Against,In_Favor,In_Favor,Against,In_Favor,In_Favor,Against,Against,In_Favor,Against,In_Favor,Against,Against,Against,Against,Against,In_Favor,In_Favor,In_Favor,In_Favor,Against,Against,In_Favor,In_Favor,Arbetsmarknadsåtgärder|Infrastruktur och kommunikationer|Polis och rättsväsende
