resID,choID,atmilitary1,atreligion1,ated1,atprof1,atrace1,atmale1,atage1,atinc1,rating1,selected1,atmilitary2,atreligion2,ated2,atprof2,atrace2,atmale2,atage2,atinc2,rating2,selected2
A33EPJ1QJMZV10,1689,Did Not Serve,Mormon,No BA,Lawyer,Caucasian,Male,45,92,4,0,Did Not Serve,Evangelical protestant,Ivy League university,Doctor,Hispanic,Male,75,32,6,1
A33EPJ1QJMZV10,1690,Served,None,Ivy League university,Car dealer,Black,Male,68,54,2,0,Did Not Serve,Catholic,State university,Doctor,Black,Female,68,32,6,1
A33EPJ1QJMZV10,1691,Served,Catholic,Baptist college,Doctor,Caucasian,Male,36,210,5,0,Served,Jewish,Ivy League university,Farmer,Native American,Male,68,92,6,1
A33MNDVV95IWE1,1080,Did Not Serve,Evangelical protestant,No BA,Farmer,Caucasian,Male,68,210,5,1,Did Not Serve,Catholic,Small college,Farmer,White,Female,60,32,3,0
A33MNDVV95IWE1,1081,Did Not Serve,Jewish,No BA,Doctor,Black,Female,60,32,3,0,Did Not Serve,Evangelical protestant,No BA,Business owner,Caucasian,Female,60,5100,5,1
A33MNDVV95IWE1,1082,Served,Evangelical protestant,Small college,Car dealer,Black,Male,36,54,6,1,Did Not Serve,Jewish,Community college,High school teacher,Black,Male,45,92,3,0
A33MNDVV95IWE1,1083,Served,Mormon,State university,Car dealer,Asian American,Male,45,32,3,0,Served,Catholic,State university,Doctor,Native American,Male,36,32,5,1
A33MNDVV95IWE1,1084,Did Not Serve,None,Ivy League university,Business owner,White,Female,52,65,6,1,Did Not Serve,Evangelical protestant,State university,High school teacher,Caucasian,Male,36,210,3,0
A33MNDVV95IWE1,1085,Did Not Serve,Evangelical protestant,State university,Doctor,Black,Male,75,210,4,0,Did Not Serve,Mainline protestant,Community college,Lawyer,Caucasian,Female,45,5100,5,1
A34IGU3TP5MP90,452,Did Not Serve,Mainline protestant,Small college,Business owner,White,Male,75,210,1,0,Served,Mainline protestant,Baptist college,Doctor,Hispanic,Female,45,210,4,1
A34IGU3TP5MP90,453,Served,Catholic,No BA,Lawyer,Black,Male,45,210,4,1,Did Not Serve,Evangelical protestant,No BA,Car dealer,White,Male,52,32,2,0
A34IGU3TP5MP90,454,Served,None,Baptist college,Farmer,Hispanic,Male,52,54,2,0,Served,Mainline protestant,State university,Lawyer,White,Female,68,54,5,1
A34IGU3TP5MP90,455,Served,None,Small college,Lawyer,Native American,Female,45,92,5,1,Served,None,No BA,Business owner,Asian American,Male,68,5100,3,0
A34IGU3TP5MP90,456,Did Not Serve,Catholic,State university,High school teacher,White,Male,45,210,3,0,Served,Catholic,Ivy League university,Doctor,Native American,Male,60,65,6,1
A34MYWDGWUSN06,1038,Did Not Serve,None,Ivy League university,Business owner,White,Female,68,210,6,1,Served,Mormon,Small college,Business owner,Hispanic,Female,52,65,5,0
A34MYWDGWUSN06,1039,Did Not Serve,Catholic,Baptist college,Doctor,White,Female,75,54,6,1,Served,Jewish,Baptist college,Car dealer,Black,Female,45,92,5,0
A34MYWDGWUSN06,1040,Served,Jewish,Ivy League university,Doctor,White,Male,68,65,6,1,Served,None,Community college,Doctor,Black,Male,36,65,5,0
A34MYWDGWUSN06,1041,Served,Jewish,Ivy League university,Car dealer,Hispanic,Male,36,54,5,1,Served,Evangelical protestant,Small college,Business owner,Hispanic,Male,36,65,4,0
A34MYWDGWUSN06,1042,Did Not Serve,None,No BA,Doctor,Black,Female,60,32,3,0,Served,Mormon,No BA,Doctor,Asian American,Male,68,92,3,1
A34MYWDGWUSN06,1043,Did Not Serve,Catholic,Baptist college,Farmer,White,Female,36,65,6,0,Did Not Serve,Catholic,Ivy League university,Business owner,Caucasian,Male,45,210,5,1
A34NDXO56MBC3D,119,Served,Jewish,Ivy League university,Business owner,Asian American,Female,52,5100,4,0,Served,Catholic,Community college,Farmer,White,Male,60,92,5,1
A34NDXO56MBC3D,120,Did Not Serve,None,Community college,Lawyer,Caucasian,Male,68,32,5,1,Served,Catholic,No BA,Car dealer,Native American,Female,36,32,3,0
A34NDXO56MBC3D,121,Did Not Serve,Evangelical protestant,State university,High school teacher,Caucasian,Female,45,65,2,0,Did Not Serve,Mainline protestant,No BA,Car dealer,Black,Male,52,92,5,1
A34NDXO56MBC3D,122,Served,Catholic,Ivy League university,High school teacher,Hispanic,Female,52,65,6,1,Served,None,Baptist college,Farmer,Black,Male,45,92,2,0
A34NDXO56MBC3D,123,Served,Catholic,Ivy League university,Doctor,White,Female,60,92,4,1,Did Not Serve,None,Ivy League university,Business owner,Black,Female,75,92,2,0
A352D7TW2T45WZ,907,Did Not Serve,Catholic,Small college,High school teacher,Hispanic,Female,52,65,3,1,Served,Mainline protestant,Baptist college,Farmer,White,Female,68,65,2,0
A352D7TW2T45WZ,908,Served,Catholic,State university,Farmer,Hispanic,Male,75,210,3,0,Did Not Serve,None,Small college,Doctor,Hispanic,Male,52,210,4,1
A352D7TW2T45WZ,909,Did Not Serve,Jewish,State university,Farmer,White,Female,52,65,4,0,Served,Catholic,Ivy League university,High school teacher,Black,Female,68,210,5,1
A352D7TW2T45WZ,910,Did Not Serve,Mormon,Ivy League university,Farmer,Asian American,Male,75,54,4,0,Served,Evangelical protestant,Ivy League university,Lawyer,White,Female,52,210,6,1
A352D7TW2T45WZ,911,Did Not Serve,Mormon,Ivy League university,Business owner,Native American,Male,45,5100,7,1,Served,None,Community college,Lawyer,Asian American,Male,45,32,5,0
A352D7TW2T45WZ,912,Served,Evangelical protestant,Ivy League university,Lawyer,Black,Female,52,210,6,0,Did Not Serve,Mormon,Ivy League university,Business owner,White,Female,36,210,6,1
A35UFF0VYD202X,149,Did Not Serve,Jewish,No BA,Business owner,Caucasian,Female,36,210,4,0,Did Not Serve,None,Small college,Lawyer,Asian American,Male,60,5100,5,1
A35UFF0VYD202X,150,Did Not Serve,Mainline protestant,Baptist college,Lawyer,Asian American,Male,52,210,5,1,Served,Catholic,State university,Business owner,Caucasian,Male,52,5100,6,0
A35UFF0VYD202X,151,Did Not Serve,Evangelical protestant,State university,Doctor,Caucasian,Female,45,210,6,1,Served,Evangelical protestant,Ivy League university,Car dealer,Asian American,Female,60,92,4,0
A35UFF0VYD202X,152,Did Not Serve,Catholic,Baptist college,Business owner,Asian American,Female,68,65,5,1,Did Not Serve,Jewish,Small college,High school teacher,Native American,Female,68,32,6,0
A35UFF0VYD202X,153,Served,Jewish,State university,Doctor,Asian American,Female,60,32,5,0,Served,Mainline protestant,Baptist college,Business owner,White,Male,45,92,6,1
A35ZQUGDUWCH85,883,Did Not Serve,Catholic,Baptist college,Farmer,White,Male,45,92,6,1,Did Not Serve,None,Ivy League university,Lawyer,Native American,Male,36,210,5,0
A35ZQUGDUWCH85,884,Served,None,Small college,Business owner,Asian American,Male,75,65,6,1,Served,Mormon,No BA,Car dealer,Asian American,Male,60,210,4,0
A35ZQUGDUWCH85,885,Did Not Serve,Jewish,Ivy League university,Farmer,Asian American,Female,36,54,6,0,Did Not Serve,Catholic,Small college,Car dealer,Black,Male,45,5100,5,1
A35ZQUGDUWCH85,886,Did Not Serve,Jewish,Ivy League university,Doctor,Native American,Female,36,65,6,0,Served,Catholic,Community college,Doctor,Hispanic,Male,52,5100,5,1
A35ZQUGDUWCH85,887,Did Not Serve,Evangelical protestant,Baptist college,Car dealer,White,Female,68,5100,6,1,Did Not Serve,Mormon,Community college,High school teacher,White,Female,36,92,5,0
A35ZQUGDUWCH85,888,Did Not Serve,Evangelical protestant,State university,Lawyer,Hispanic,Female,36,5100,6,1,Served,None,Ivy League university,Farmer,Asian American,Female,75,5100,6,0
A363H2EKG4U5IJ,747,Served,None,Baptist college,Farmer,Native American,Female,52,65,5,1,Served,Mainline protestant,Baptist college,Car dealer,White,Male,60,54,4,0
A363H2EKG4U5IJ,748,Served,Mormon,Ivy League university,Car dealer,Native American,Female,75,54,3,0,Served,Mormon,Community college,Lawyer,White,Female,75,5100,3,1
A363H2EKG4U5IJ,749,Did Not Serve,Jewish,Baptist college,High school teacher,Caucasian,Female,45,32,5,1,Did Not Serve,None,Baptist college,Farmer,Asian American,Male,45,210,2,0
A363H2EKG4U5IJ,750,Served,Mormon,Ivy League university,Business owner,Hispanic,Female,36,32,4,0,Served,None,State university,Lawyer,Caucasian,Female,45,210,5,1
A363H2EKG4U5IJ,751,Did Not Serve,Evangelical protestant,No BA,High school teacher,Native American,Male,60,54,5,1,Served,Jewish,No BA,Car dealer,Asian American,Male,75,5100,2,0
A363H2EKG4U5IJ,752,Did Not Serve,Evangelical protestant,State university,Farmer,Hispanic,Male,52,32,5,1,Served,Catholic,Baptist college,Farmer,Hispanic,Male,36,32,4,0
A364UTLJ3QAVBF,104,Served,Evangelical protestant,Ivy League university,Business owner,White,Female,60,92,5,1,Did Not Serve,Catholic,Baptist college,High school teacher,Hispanic,Male,68,5100,3,0
A364UTLJ3QAVBF,105,Served,Jewish,Baptist college,High school teacher,Hispanic,Female,45,54,6,1,Did Not Serve,Catholic,Community college,Lawyer,White,Female,45,5100,4,0
A364UTLJ3QAVBF,106,Served,Catholic,Baptist college,Lawyer,Caucasian,Female,68,65,4,0,Served,None,Baptist college,Business owner,Hispanic,Female,52,54,6,1
A364UTLJ3QAVBF,107,Served,Mormon,Community college,Doctor,Hispanic,Male,60,32,5,0,Served,Mainline protestant,Baptist college,Doctor,Native American,Female,75,65,5,1
A364UTLJ3QAVBF,108,Did Not Serve,Evangelical protestant,No BA,Business owner,Asian American,Male,68,92,5,0,Served,Mainline protestant,State university,Business owner,Caucasian,Male,52,65,5,1
A3749HUHYLI50L,1333,Did Not Serve,Catholic,Small college,Business owner,Asian American,Male,52,92,4,0,Served,Evangelical protestant,No BA,Car dealer,Caucasian,Female,60,92,5,1
A3749HUHYLI50L,1334,Did Not Serve,Mainline protestant,Small college,Lawyer,White,Female,75,92,3,0,Served,Evangelical protestant,Baptist college,Doctor,Native American,Female,52,32,5,1
A3749HUHYLI50L,1335,Served,Catholic,No BA,Car dealer,Hispanic,Female,60,210,6,1,Served,Mormon,Small college,Lawyer,White,Female,60,5100,5,0
A3749HUHYLI50L,1336,Did Not Serve,Jewish,No BA,Farmer,Asian American,Male,36,54,6,0,Did Not Serve,Catholic,Baptist college,High school teacher,Native American,Male,36,5100,4,1
A3749HUHYLI50L,1337,Did Not Serve,Catholic,Community college,Lawyer,Asian American,Male,45,5100,4,0,Served,Evangelical protestant,Community college,Car dealer,Caucasian,Female,36,54,6,1
A3749HUHYLI50L,1338,Served,Jewish,Community college,Business owner,Hispanic,Male,60,54,6,1,Did Not Serve,None,Ivy League university,Doctor,Caucasian,Male,68,5100,4,0
A38EBRR0DR1EW2,758,Served,Evangelical protestant,State university,Lawyer,Caucasian,Male,52,54,5,1,Did Not Serve,None,Baptist college,Doctor,Black,Female,60,32,5,0
A38EBRR0DR1EW2,759,Served,Jewish,Community college,Doctor,Hispanic,Female,36,32,2,1,Did Not Serve,Mainline protestant,Ivy League university,Farmer,Asian American,Female,75,210,2,0
A38EBRR0DR1EW2,760,Did Not Serve,Catholic,Small college,Business owner,Hispanic,Female,68,5100,1,1,Did Not Serve,Mormon,Small college,High school teacher,Asian American,Female,45,210,2,0
A38EBRR0DR1EW2,761,Served,Evangelical protestant,Baptist college,Car dealer,Asian American,Female,45,210,6,0,Served,Mainline protestant,Small college,High school teacher,Caucasian,Male,45,32,5,1
A38EBRR0DR1EW2,762,Served,Mainline protestant,Baptist college,Business owner,Black,Female,45,210,4,1,Did Not Serve,Jewish,State university,Business owner,Native American,Male,68,32,4,0
A38EBRR0DR1EW2,763,Did Not Serve,None,No BA,Lawyer,Caucasian,Male,36,210,4,1,Did Not Serve,Mainline protestant,Small college,Doctor,Caucasian,Male,60,92,5,0
A38KIO2400LOTJ,268,Did Not Serve,Mormon,Ivy League university,Business owner,Black,Male,36,5100,5,1,Did Not Serve,Evangelical protestant,Community college,Lawyer,Black,Male,75,54,3,0
A38KIO2400LOTJ,269,Served,Evangelical protestant,Small college,Doctor,White,Female,36,92,5,1,Served,None,No BA,High school teacher,Caucasian,Male,45,54,3,0
A38KIO2400LOTJ,270,Served,Catholic,State university,Lawyer,Hispanic,Male,36,5100,4,0,Did Not Serve,Jewish,Ivy League university,Business owner,Asian American,Female,36,5100,5,1
A38KIO2400LOTJ,271,Served,None,Small college,Business owner,White,Male,52,54,5,0,Did Not Serve,Catholic,Ivy League university,High school teacher,Hispanic,Male,36,32,4,1
A38KIO2400LOTJ,272,Served,Catholic,Small college,Car dealer,Caucasian,Female,68,92,5,0,Served,Mainline protestant,State university,Business owner,Caucasian,Female,68,5100,4,1
A39I8IFYRDIZVR,621,Did Not Serve,Jewish,State university,Car dealer,White,Male,52,210,4,0,Did Not Serve,None,State university,Business owner,Asian American,Male,68,210,5,1
A39I8IFYRDIZVR,622,Did Not Serve,Jewish,Small college,Business owner,White,Female,75,210,5,1,Served,Mainline protestant,No BA,Doctor,Caucasian,Male,45,92,3,0
A39I8IFYRDIZVR,623,Served,Evangelical protestant,State university,High school teacher,White,Female,68,210,2,1,Served,Mormon,Ivy League university,Farmer,Black,Male,68,210,2,0
A39I8IFYRDIZVR,624,Served,None,State university,Doctor,Black,Male,68,32,3,0,Did Not Serve,Jewish,State university,Business owner,Black,Female,45,54,3,1
A39I8IFYRDIZVR,625,Served,Evangelical protestant,Community college,Farmer,Hispanic,Female,60,210,1,0,Served,Mainline protestant,Small college,High school teacher,White,Male,36,5100,2,1
A39I8IFYRDIZVR,626,Served,None,State university,Lawyer,Caucasian,Male,75,210,3,1,Did Not Serve,Jewish,No BA,High school teacher,White,Male,60,54,2,0
A39WGGJ22N4S4F,770,Served,Catholic,Ivy League university,Business owner,Hispanic,Male,36,5100,3,1,Did Not Serve,Catholic,No BA,Car dealer,White,Female,75,92,2,0
A39WGGJ22N4S4F,771,Served,None,Baptist college,Farmer,Caucasian,Male,36,65,7,1,Served,None,Ivy League university,High school teacher,Asian American,Male,52,210,4,0
A39WGGJ22N4S4F,772,Served,Mormon,Small college,Car dealer,Hispanic,Female,68,5100,1,0,Did Not Serve,None,Community college,Doctor,Hispanic,Female,45,65,6,1
A39WGGJ22N4S4F,773,Did Not Serve,Mainline protestant,Ivy League university,Car dealer,Caucasian,Male,68,65,5,0,Served,Catholic,Community college,Doctor,Black,Male,68,54,6,1
A39WGGJ22N4S4F,774,Did Not Serve,None,Baptist college,High school teacher,Native American,Male,45,32,6,1,Served,None,Baptist college,Lawyer,Caucasian,Female,45,54,7,0
A39WGGJ22N4S4F,775,Did Not Serve,Jewish,No BA,Car dealer,Black,Male,52,32,2,0,Served,Mormon,Ivy League university,Business owner,Caucasian,Female,68,32,5,1
A3AJGN3T9BAWVX,129,Served,Evangelical protestant,State university,Car dealer,Black,Male,75,92,5,1,Served,Mormon,No BA,Farmer,Asian American,Female,45,32,3,0
A3AJGN3T9BAWVX,130,Did Not Serve,Jewish,State university,Business owner,Native American,Female,68,65,5,1,Served,Mainline protestant,Baptist college,Farmer,Caucasian,Female,45,92,2,0
A3AJGN3T9BAWVX,131,Served,Evangelical protestant,No BA,High school teacher,Caucasian,Female,36,210,6,0,Did Not Serve,Catholic,No BA,High school teacher,Asian American,Male,68,32,4,1
A3AJGN3T9BAWVX,132,Did Not Serve,Evangelical protestant,Community college,Car dealer,White,Female,36,92,6,0,Served,Jewish,State university,Doctor,Native American,Female,36,65,3,1
A3AJGN3T9BAWVX,133,Served,Evangelical protestant,Ivy League university,Doctor,Native American,Male,75,92,5,0,Did Not Serve,Jewish,No BA,Doctor,White,Female,45,54,3,1
A3AOE3JLHSHEC9,352,Did Not Serve,None,State university,Doctor,Asian American,Male,52,32,5,1,Did Not Serve,Catholic,Small college,Business owner,Black,Male,45,54,4,0
A3AOE3JLHSHEC9,353,Served,Catholic,Baptist college,Car dealer,White,Female,75,32,4,0,Did Not Serve,Evangelical protestant,Small college,Farmer,Asian American,Female,45,210,5,1
A3AOE3JLHSHEC9,354,Did Not Serve,None,Small college,Car dealer,Black,Female,68,54,3,0,Did Not Serve,Mainline protestant,Baptist college,Doctor,Native American,Male,45,92,5,1
A3AOE3JLHSHEC9,355,Did Not Serve,Jewish,No BA,High school teacher,Native American,Female,36,92,3,0,Served,Catholic,Community college,Doctor,White,Male,60,5100,5,1
A3AOE3JLHSHEC9,356,Did Not Serve,Catholic,Community college,Doctor,Native American,Male,60,32,5,1,Did Not Serve,None,Baptist college,Farmer,Hispanic,Male,45,92,4,0
A3APC5DH14Q0E2,347,Served,Mormon,Baptist college,Lawyer,Caucasian,Male,60,210,5,1,Served,Mainline protestant,No BA,High school teacher,Caucasian,Female,68,92,3,0
A3APC5DH14Q0E2,348,Served,Mormon,Small college,Lawyer,Asian American,Female,36,5100,4,1,Served,Catholic,Baptist college,Lawyer,Caucasian,Male,75,65,3,0
A3APC5DH14Q0E2,349,Did Not Serve,Catholic,No BA,Business owner,Caucasian,Female,75,92,2,0,Did Not Serve,Mainline protestant,No BA,Farmer,Black,Female,45,54,3,1
A3APC5DH14Q0E2,350,Did Not Serve,None,Ivy League university,Doctor,Caucasian,Male,52,92,5,1,Did Not Serve,Evangelical protestant,Ivy League university,Business owner,Native American,Female,75,92,3,0
A3APC5DH14Q0E2,351,Did Not Serve,Evangelical protestant,Small college,Lawyer,Black,Male,75,5100,4,1,Served,Mormon,Small college,High school teacher,Asian American,Female,75,92,2,0
A3APWU3IAP402S,972,Served,Jewish,Baptist college,High school teacher,Asian American,Female,45,92,3,1,Served,Mormon,Baptist college,Lawyer,Black,Female,52,5100,2,0
A3APWU3IAP402S,973,Did Not Serve,Mainline protestant,Small college,Farmer,Asian American,Male,52,65,5,1,Did Not Serve,Catholic,Ivy League university,Doctor,Asian American,Female,52,54,3,0
A3APWU3IAP402S,974,Served,Mainline protestant,Small college,High school teacher,Native American,Male,52,32,5,1,Did Not Serve,Mormon,State university,Farmer,Asian American,Male,52,54,2,0
A3APWU3IAP402S,975,Served,None,Ivy League university,Doctor,Caucasian,Female,36,92,4,0,Served,Catholic,Ivy League university,Business owner,Black,Male,45,32,1,1
A3APWU3IAP402S,976,Did Not Serve,None,Baptist college,Lawyer,Black,Female,45,32,4,0,Did Not Serve,Catholic,Small college,High school teacher,Caucasian,Male,45,65,1,1
A3APWU3IAP402S,977,Did Not Serve,Mainline protestant,Ivy League university,Doctor,Black,Female,75,92,5,1,Served,Catholic,Small college,Lawyer,Caucasian,Male,52,92,2,0
A3B8RO0AMGGZDV,913,Served,None,No BA,High school teacher,Hispanic,Male,68,32,4,0,Served,Catholic,State university,High school teacher,Hispanic,Male,45,65,5,1
A3B8RO0AMGGZDV,914,Did Not Serve,Mainline protestant,Ivy League university,High school teacher,White,Male,45,54,6,1,Served,None,State university,Car dealer,Hispanic,Male,52,5100,3,0
A3B8RO0AMGGZDV,915,Served,Evangelical protestant,State university,Business owner,Hispanic,Male,36,65,2,0,Did Not Serve,Catholic,State university,Farmer,White,Male,36,92,6,1
A3B8RO0AMGGZDV,916,Did Not Serve,Jewish,Ivy League university,Business owner,White,Female,75,54,3,0,Did Not Serve,None,State university,High school teacher,Black,Male,52,210,5,1
A3B8RO0AMGGZDV,917,Did Not Serve,Catholic,Small college,Farmer,Asian American,Male,60,32,4,0,Did Not Serve,Jewish,Ivy League university,Farmer,Caucasian,Male,52,210,5,1
A3B8RO0AMGGZDV,918,Did Not Serve,Evangelical protestant,Small college,Farmer,Caucasian,Male,45,210,2,0,Served,Mormon,Ivy League university,High school teacher,Black,Male,52,92,3,1
A3CCO8URBT9YAP,1128,Did Not Serve,Mormon,No BA,Doctor,Caucasian,Female,60,5100,4,0,Did Not Serve,Catholic,No BA,Farmer,Black,Female,36,65,6,1
A3CCO8URBT9YAP,1129,Served,Catholic,State university,Business owner,Native American,Male,68,54,2,1,Served,Mormon,No BA,Farmer,Asian American,Female,75,32,3,0
A3CCO8URBT9YAP,1130,Served,Evangelical protestant,Baptist college,Car dealer,Caucasian,Male,75,32,6,1,Did Not Serve,Jewish,Baptist college,Business owner,Native American,Female,60,54,3,0
A3CCO8URBT9YAP,1131,Did Not Serve,None,State university,Farmer,Native American,Male,36,210,5,1,Served,Jewish,Small college,Car dealer,White,Male,75,65,5,0
A3CCO8URBT9YAP,1132,Did Not Serve,Mainline protestant,Baptist college,Business owner,Black,Female,60,32,5,1,Did Not Serve,Mainline protestant,No BA,Lawyer,White,Female,75,92,5,0
A3CCO8URBT9YAP,1133,Served,Mainline protestant,Community college,High school teacher,Hispanic,Male,68,92,6,1,Did Not Serve,Evangelical protestant,Small college,Business owner,Hispanic,Female,52,54,5,0
A3CIPNLE5O2YCJ,377,Did Not Serve,Mormon,No BA,Farmer,Asian American,Male,36,54,3,0,Did Not Serve,None,Ivy League university,Doctor,White,Male,52,32,4,1
A3CIPNLE5O2YCJ,378,Did Not Serve,None,Small college,Car dealer,Caucasian,Female,75,210,2,0,Did Not Serve,Mainline protestant,Baptist college,High school teacher,Black,Female,60,65,5,1
A3CIPNLE5O2YCJ,379,Served,Jewish,State university,Farmer,Black,Male,68,65,5,1,Served,Catholic,State university,Car dealer,Caucasian,Female,75,65,2,0
A3CIPNLE5O2YCJ,380,Served,Jewish,Community college,Lawyer,Black,Male,36,65,6,1,Served,Jewish,State university,Business owner,White,Female,36,92,5,0
A3CIPNLE5O2YCJ,381,Served,Mormon,Ivy League university,Doctor,Asian American,Female,52,5100,4,0,Served,None,Small college,Doctor,Caucasian,Male,75,5100,6,1
A3CQC42L0N5QNP,788,Did Not Serve,Mainline protestant,No BA,Lawyer,White,Female,45,32,6,0,Did Not Serve,Jewish,Ivy League university,High school teacher,Asian American,Male,60,5100,4,1
A3CQC42L0N5QNP,789,Served,Jewish,State university,Car dealer,Hispanic,Male,60,210,5,0,Did Not Serve,Jewish,Small college,Business owner,Black,Male,68,65,6,1
A3CQC42L0N5QNP,790,Did Not Serve,Jewish,Baptist college,Farmer,Caucasian,Female,68,54,7,0,Did Not Serve,Jewish,Baptist college,Doctor,Native American,Male,45,32,5,1
A3CQC42L0N5QNP,791,Did Not Serve,None,No BA,Lawyer,Hispanic,Female,75,5100,7,1,Served,Evangelical protestant,No BA,Car dealer,Black,Male,52,32,6,0
A3CQC42L0N5QNP,792,Did Not Serve,None,State university,Car dealer,Native American,Female,68,54,6,0,Did Not Serve,Jewish,Ivy League university,High school teacher,White,Male,68,54,5,1
A3CQC42L0N5QNP,793,Did Not Serve,Mormon,State university,Lawyer,Asian American,Male,45,32,7,1,Served,Evangelical protestant,State university,Business owner,Black,Male,68,92,6,0
A3CTXNQ2GXIQSP,1110,Did Not Serve,Evangelical protestant,Ivy League university,Doctor,Native American,Female,68,65,5,1,Served,None,Ivy League university,Car dealer,Black,Female,68,210,4,0
A3CTXNQ2GXIQSP,1111,Served,Mainline protestant,State university,Farmer,Native American,Male,75,32,3,0,Did Not Serve,Jewish,Baptist college,Farmer,Hispanic,Male,60,54,4,1
A3CTXNQ2GXIQSP,1112,Served,None,Community college,Business owner,Caucasian,Female,36,65,3,0,Did Not Serve,Evangelical protestant,State university,Doctor,Hispanic,Male,52,32,4,1
A3CTXNQ2GXIQSP,1113,Did Not Serve,None,No BA,Car dealer,Native American,Male,52,210,5,0,Did Not Serve,Jewish,No BA,Doctor,Black,Female,52,54,3,1
A3CTXNQ2GXIQSP,1114,Did Not Serve,Mainline protestant,No BA,Doctor,Asian American,Male,45,32,5,0,Served,Jewish,Community college,Lawyer,White,Male,45,92,6,1
A3CTXNQ2GXIQSP,1115,Served,Mormon,State university,Farmer,Native American,Male,75,210,3,0,Served,Mormon,Baptist college,Farmer,Asian American,Female,60,54,4,1
A3EV5ZF0VL8HON,184,Served,None,Baptist college,Lawyer,Native American,Male,68,210,5,1,Served,Evangelical protestant,Small college,Business owner,Hispanic,Female,36,5100,4,0
A3EV5ZF0VL8HON,185,Did Not Serve,Evangelical protestant,No BA,Lawyer,Asian American,Male,45,32,3,0,Did Not Serve,Mainline protestant,Baptist college,Business owner,Black,Male,60,65,5,1
A3EV5ZF0VL8HON,186,Served,Jewish,Baptist college,Car dealer,White,Male,75,5100,5,0,Did Not Serve,Mormon,Ivy League university,High school teacher,Caucasian,Male,75,5100,5,1
A3EV5ZF0VL8HON,187,Did Not Serve,Evangelical protestant,Ivy League university,Doctor,Native American,Male,75,65,5,0,Served,Jewish,Community college,Lawyer,Hispanic,Female,68,54,3,1
A3EV5ZF0VL8HON,188,Did Not Serve,Evangelical protestant,Ivy League university,Farmer,Asian American,Male,60,65,4,1,Did Not Serve,Mormon,Baptist college,Business owner,Asian American,Male,36,210,4,0
A3EYFV2T40ONKW,1280,Did Not Serve,Mormon,Ivy League university,Doctor,Black,Female,60,54,6,1,Served,None,Baptist college,Doctor,White,Female,75,5100,4,0
A3EYFV2T40ONKW,1281,Did Not Serve,Mainline protestant,State university,High school teacher,Native American,Female,36,65,5,1,Did Not Serve,Evangelical protestant,State university,High school teacher,Native American,Female,68,5100,3,0
A3EYFV2T40ONKW,1282,Served,Jewish,State university,Farmer,Asian American,Female,75,54,5,0,Served,Mainline protestant,Small college,Business owner,Native American,Male,60,65,4,1
A3EYFV2T40ONKW,1283,Served,Jewish,Baptist college,Car dealer,Native American,Female,60,32,6,0,Did Not Serve,Mormon,Community college,Lawyer,Native American,Male,75,32,2,1
A3EYFV2T40ONKW,1284,Served,Catholic,Baptist college,Car dealer,Black,Male,75,92,6,0,Served,Jewish,State university,Business owner,Black,Male,52,210,2,1
A3EYFV2T40ONKW,1285,Did Not Serve,None,Ivy League university,Doctor,Asian American,Female,60,92,6,1,Served,Evangelical protestant,Ivy League university,Car dealer,Native American,Male,75,65,2,0
A3F5WV9IRN1YC,1151,Served,Catholic,State university,Business owner,Asian American,Female,45,92,3,1,Served,Evangelical protestant,Community college,Farmer,Asian American,Female,52,92,2,0
A3F5WV9IRN1YC,1152,Served,Catholic,Community college,Car dealer,Caucasian,Male,52,32,3,0,Served,Mormon,State university,Business owner,Black,Male,52,210,1,1
A3F5WV9IRN1YC,1153,Served,None,Ivy League university,High school teacher,Asian American,Male,75,210,5,1,Served,Jewish,No BA,Farmer,Black,Female,60,32,1,0
A3F5WV9IRN1YC,1154,Served,Mainline protestant,No BA,Doctor,Hispanic,Female,75,5100,1,0,Did Not Serve,Evangelical protestant,State university,Farmer,Asian American,Male,52,210,3,1
A3F5WV9IRN1YC,1155,Did Not Serve,Mormon,State university,Business owner,White,Male,52,5100,3,1,Served,Evangelical protestant,Small college,Farmer,Black,Male,36,32,2,0
A3F5WV9IRN1YC,1156,Served,Mormon,State university,Car dealer,Hispanic,Male,36,65,1,0,Did Not Serve,Jewish,Ivy League university,High school teacher,Native American,Male,52,210,5,1
A3FBS5XAVWDYJ3,1062,Served,Catholic,Ivy League university,Lawyer,Asian American,Female,52,32,5,1,Served,Evangelical protestant,No BA,Doctor,Black,Female,52,32,3,0
A3FBS5XAVWDYJ3,1063,Served,Evangelical protestant,Ivy League university,High school teacher,Native American,Male,60,65,4,1,Did Not Serve,Mormon,Baptist college,Farmer,Native American,Male,52,54,2,0
A3FBS5XAVWDYJ3,1064,Did Not Serve,Mormon,State university,Farmer,Caucasian,Male,60,54,3,1,Served,None,Ivy League university,High school teacher,Caucasian,Male,36,92,2,0
A3FBS5XAVWDYJ3,1065,Did Not Serve,None,No BA,Doctor,Black,Male,52,5100,1,0,Served,Mormon,Baptist college,Farmer,Native American,Female,36,54,4,1
A3FBS5XAVWDYJ3,1066,Served,Mormon,No BA,Doctor,Hispanic,Female,45,65,3,1,Did Not Serve,Mormon,Small college,Business owner,Black,Female,36,5100,3,0
A3FBS5XAVWDYJ3,1067,Served,Mainline protestant,Community college,Lawyer,Black,Male,52,210,4,1,Served,Mormon,State university,Car dealer,Native American,Female,52,210,3,0
